"cell","mean_prob"
75,0.289854022649377
76,0.535389708946163
120,0.310222866235112
178,0.290733620579403
195,0.573900105170609
196,0.547647774931762
203,0.518753825544134
252,0.775096150182359
331,0.310317440705498
490,0.342291140151437
491,0.743431457965976
527,0.74365941440466
528,0.750069766987868
529,0.519269579105786
530,0.518441479247887
531,0.275006095580134
532,0.310491913063248
533,0.225712394036494
534,0.283894834459004
535,0.284770580045469
591,0.730377093664393
601,0.350905320211965
602,0.350606460065686
613,0.547041479842674
692,0.534802805384088
693,0.478868235062906
694,0.310668130231036
695,0.743227067450737
702,0.27867711010355
708,0.547188632986356
709,0.548090673376472
717,0.547587202189709
718,0.274647216867246
746,0.225139842414275
912,0.310659274552378
922,0.694655645563883
923,0.69924324213806
924,0.70014690117174
944,0.776013919744643
945,0.77539422335784
946,0.72665753756787
947,0.737578991711397
948,0.57422635462177
949,0.578927445024735
950,0.418040398085157
951,0.311714853314551
952,0.290569571544475
953,0.224135304849262
954,0.309748621254588
955,0.308736563410719
956,0.310105106464679
957,0.274442015835853
958,0.637560240573505
974,0.703960186104717
1010,0.547286412566258
1012,0.308854811286191
1023,0.343069617711935
1024,0.308141030465836
1034,0.578798470070289
1035,0.574094136863253
1074,0.704167095157209
1075,0.729911015053415
1076,0.518000649699881
1114,0.704246738742867
1115,0.729983868625423
1116,0.535594429993105
1117,0.54814202586218
1118,0.285799494991679
1119,0.284831936611323
1130,0.309391969946511
1135,0.547712135205309
1146,0.518604303828971
1172,0.589434416377524
1173,0.226723928531986
1174,0.548306107914866
1341,0.310902203863052
1350,0.730209668354591
1351,0.743647121707272
1352,0.703505858111731
1353,0.737975125706833
1354,0.743732924306398
1355,0.775031655906782
1371,0.775713133212583
1372,0.743393957939745
1373,0.574349659531685
1374,0.562555136342164
1375,0.448015932657674
1376,0.417243499216943
1377,0.310460335371984
1378,0.31019149853179
1379,0.284328541115918
1380,0.310015379904782
1381,0.325716927260059
1382,0.344865011043016
1383,0.224543230218536
1384,0.324121103148245
1385,0.290480426323117
1386,0.518723944327377
1387,0.776039152888475
1401,0.704111248530451
1402,0.704098249750204
1403,0.350101180867369
1404,0.547549099470947
1405,0.547505732082353
1431,0.743141144032397
1432,0.776031407782419
1433,0.775801287414829
1434,0.749629024881041
1435,0.686111103073828
1436,0.35111873205723
1437,0.310593132145196
1438,0.291302760640851
1439,0.298524440671055
1454,0.311139500268379
1455,0.311286216751707
1462,0.703519414053186
1463,0.704035693777968
1464,0.729998958088307
1471,0.730642134394353
1472,0.774706565987638
1479,0.726557565907275
1480,0.279032960280109
1481,0.284811685686515
1482,0.478852806153084
1492,0.749708666023972
1503,0.774906834162946
1504,0.478415982776138
1505,0.290605630879316
1538,0.77609902496396
1539,0.795365131203788
1544,0.686147766978293
1545,0.704122922568434
1546,0.730299302213472
1547,0.730473433358041
1548,0.316450359808584
1549,0.310912735795552
1551,0.309149766513586
1562,0.32342540149176
1563,0.222778030092577
1569,0.3248148076318
1579,0.685510659355928
1605,0.70319278342218
1606,0.547891003890231
1607,0.376075691098338
1777,0.309912118818703
1778,0.774945327591285
1787,0.774219174999342
1788,0.74963005792732
1789,0.703775522928301
1790,0.703963282502893
1791,0.74977997428659
1792,0.776169852126374
1806,0.703961274313367
1807,0.535524751359401
1808,0.518106152530807
1809,0.375132095871556
1810,0.376590559176838
1811,0.30996154367
1812,0.310296438055746
1813,0.309622281748791
1814,0.290574616524293
1815,0.221614524135055
1820,0.298040074831535
1821,0.39639585603818
1822,0.730508938146554
1835,0.743209180930503
1836,0.703881563079476
1837,0.418766814325169
1838,0.349295392982315
1839,0.31011596920613
1840,0.311157005051233
1841,0.574238337247384
1864,0.773970302278885
1865,0.70393971703316
1866,0.698710642057475
1867,0.737439864467692
1868,0.775994893465873
1869,0.478343769596265
1870,0.535260634332008
1871,0.291567537018746
1872,0.291484231841687
1873,0.324034148970728
1874,0.311123414822251
1875,0.325774693472819
1892,0.395475236574487
1898,0.749454660318043
1913,0.755391276198349
1914,0.548278784560346
1915,0.325037768176918
1916,0.289941547416844
1917,0.447839423476932
1929,0.703852531633572
1930,0.776285873896938
1931,0.775954795540217
1932,0.726907885271136
1976,0.699371308341044
1977,0.703424007324013
1978,0.309133017874227
1979,0.274599940268336
1980,0.350712450054052
1981,0.703770950648252
1982,0.704076830939232
1983,0.578466073281188
1984,0.548281255189136
1985,0.703586719786907
1986,0.283429009372222
1987,0.284887941523133
2001,0.290723243196457
2002,0.29042288622729
2003,0.34936058227535
2004,0.573766561127797
2010,0.535293520808838
2018,0.292145159037825
2036,0.750047972669977
2045,0.661822269137877
2218,0.324276777888162
2219,0.685338467823512
2227,0.775984101289163
2228,0.730018614735229
2246,0.775846315502919
2247,0.417346857214903
2248,0.448637359590834
2249,0.350701339554587
2250,0.343325008896431
2251,0.37545506592094
2252,0.310761062703231
2253,0.30987336461882
2254,0.27812176034716
2260,0.324361159269521
2261,0.274556187193493
2262,0.417550662011336
2263,0.776051483441329
2275,0.704144144979915
2276,0.699015865743606
2277,0.51800386831098
2278,0.532406887738
2279,0.518924883790905
2280,0.448140261479404
2281,0.350597725773303
2282,0.478487597556899
2305,0.63746278299226
2306,0.536543729190446
2307,0.351642274306535
2308,0.589329205720327
2309,0.694525299893635
2310,0.547822253949543
2311,0.310280918367965
2312,0.30986417738516
2334,0.298991470460405
2353,0.795337436394019
2354,0.534895483299803
2355,0.224705725527431
2356,0.222719340323655
2357,0.222267108807314
2358,0.39595068426351
2420,0.70363180993985
2421,0.478845967342149
2422,0.694741726069485
2423,0.704025055952186
2424,0.548263982982995
2425,0.694387298235801
2426,0.3100712574663
2427,0.350949945032619
2428,0.291236130662133
2441,0.223697262767519
2442,0.223294960774218
2447,0.310566169270183
2448,0.77612003435584
2461,0.324001292534773
2476,0.574082638395063
2477,0.704268363867025
2478,0.350994067657669
2479,0.547415091394612
2480,0.795483669491017
2495,0.278048425907803
2667,0.703347879220418
2668,0.773786872326478
2675,0.77583732969481
2685,0.726808343433219
2686,0.726318082663031
2687,0.730074294450687
2694,0.57486042481529
2695,0.376991521038501
2696,0.51829655714948
2697,0.396180555355946
2698,0.375877415312594
2699,0.342858052075136
2700,0.343170842731499
2701,0.310683445709405
2702,0.290866854390274
2707,0.324833286274011
2708,0.31017971969511
2709,0.342015286173416
