x	y	cell
2508998.4800	744025.0050	 2.0000
2509214.0100	744001.6660	15.0000
2509296.9000	743992.6900	20.0000
2509379.8000	743983.7130	25.0000
2509578.7500	743962.1700	37.0000
2509666.8600	743952.1980	43.0000
2509696.2300	743948.8740	45.0000
2509710.9200	743947.2120	46.0000
2510008.9000	743913.3750	65.0000
2510040.3800	743909.8000	67.0000
2510119.0700	743900.8630	72.0000
2509037.7100	744006.3960	87.0000
2509218.2400	743986.6680	98.0000
2509251.4300	743983.0890	100.0000
2509557.5200	743954.4770	119.0000
2509569.0800	743950.7090	120.0000
2509671.8500	743939.3120	128.0000
2509707.7200	743934.6620	131.0000
2509715.1400	743936.1850	132.0000
2509719.7100	743940.9910	133.0000
2509725.8700	743939.6480	134.0000
2509866.5400	743915.9110	145.0000
2509909.5700	743911.0330	148.0000
2510034.4300	743896.6620	156.0000
2509047.1300	743991.4800	175.0000
2509155.3900	743978.8320	181.0000
2509238.7500	743969.9300	186.0000
2509304.8900	743962.8450	190.0000
2509321.3500	743961.0820	191.0000
2509403.0200	743952.5180	196.0000
2509417.6200	743949.0990	197.0000
2509665.7300	743927.9130	215.0000
2509690.3300	743925.9030	217.0000
2509701.4500	743926.0170	218.0000
2509755.0700	743917.0530	225.0000
2509767.6000	743915.3490	226.0000
2509852.7600	743904.0460	232.0000
2509959.7700	743891.5230	239.0000
2510053.4900	743880.7020	245.0000
2510069.2400	743878.8880	246.0000
2510100.8600	743875.2200	248.0000
2510116.7200	743873.6790	249.0000
2510148.6600	743869.7020	251.0000
2509165.8200	743963.0620	270.0000
2509249.1800	743954.3030	275.0000
2509412.4200	743936.9460	285.0000
2509683.9000	743914.1130	306.0000
2509694.6900	743914.6650	307.0000
2509703.6500	743917.4140	308.0000
2509720.3800	743925.4970	311.0000
2509762.4300	743905.2800	318.0000
2509813.6200	743896.0650	322.0000
2509827.7300	743894.1510	323.0000
2509842.0800	743892.2480	324.0000
2509856.6600	743890.3970	325.0000
2509962.1700	743877.6480	332.0000
2509977.5800	743875.8310	333.0000
2510135.0900	743857.1340	343.0000
2510151.0800	743855.3350	344.0000
2509244.0300	743940.3250	366.0000
2509277.0800	743936.9060	368.0000
2509309.9200	743933.5110	370.0000
2509326.2500	743931.8260	371.0000
2509374.8700	743926.8530	374.0000
2509406.8700	743923.5920	376.0000
2509514.7900	743914.4810	383.0000
2509571.3900	743915.2080	387.0000
2509678.4900	743901.3840	397.0000
2509700.8400	743904.7210	399.0000
2509790.7000	743887.6050	412.0000
2509817.0700	743883.2260	414.0000
2509978.2000	743862.1980	425.0000
2510008.8300	743858.6140	427.0000
2510022.2000	743855.1930	428.0000
2510067.9500	743851.3440	431.0000
2510083.8100	743849.4190	432.0000
2510099.9500	743847.4260	433.0000
2510135.1200	743843.0640	435.0000
2510151.6000	743841.0690	436.0000
2510168.0400	743838.5790	437.0000
2509097.5000	743940.1800	449.0000
2509183.6800	743931.7780	454.0000
2509267.1500	743923.4850	459.0000
2509300.0100	743920.1830	461.0000
2509332.5800	743916.9250	463.0000
2509574.7700	743904.2800	480.0000
2509669.0200	743895.2670	489.0000
2509677.3000	743888.3570	490.0000
2509706.7400	743894.8650	493.0000
2509741.5100	743887.5250	500.0000
2509767.7500	743880.4750	503.0000
2509819.5500	743870.5980	507.0000
2509978.3700	743848.7120	518.0000
2510008.7900	743844.7500	520.0000
2510024.3900	743842.7340	521.0000
2510071.3300	743837.0560	524.0000
2510103.2700	743833.1380	526.0000
2510135.5100	743828.7720	528.0000
2509206.0800	743914.9120	548.0000
2509222.8600	743913.3180	549.0000
2509337.8200	743902.2500	556.0000
2509401.5000	743896.3930	560.0000
2509417.1300	743895.0550	561.0000
2509477.9300	743890.7890	565.0000
2509566.8500	743898.7510	572.0000
2509593.2200	743889.4430	575.0000
2509756.0400	743879.2660	595.0000
2509760.4300	743869.8020	596.0000
2509782.4200	743868.4090	598.0000
2509821.5800	743858.0820	602.0000
2510042.6100	743826.9000	617.0000
2510165.0700	743802.0380	625.0000
2509246.3000	743896.5570	645.0000
2509328.2200	743889.0400	650.0000
2509376.1400	743884.8070	653.0000
2509422.9500	743881.0750	656.0000
2509482.9300	743877.8760	660.0000
2509497.4600	743877.5620	661.0000
2509512.0600	743876.4380	662.0000
2509564.9300	743880.2800	666.0000
2509683.7600	743869.3750	677.0000
2509742.3600	743866.3530	686.0000
2509763.7600	743859.1890	689.0000
2509811.1200	743847.5290	694.0000
2509823.3300	743845.5420	695.0000
2510162.3100	743784.3940	718.0000
2509168.8200	743888.4970	733.0000
2509221.0600	743884.2060	736.0000
2509271.0400	743879.9070	739.0000
2509383.6500	743870.4620	746.0000
2509445.0500	743866.4760	750.0000
2509474.5900	743865.4470	752.0000
2509502.6500	743864.2410	754.0000
2509514.7500	743860.6020	755.0000
2509550.0900	743864.7400	758.0000
2509604.6300	743870.9580	763.0000
2509777.5200	743847.1760	782.0000
2509781.2100	743836.3300	783.0000
2509815.5500	743835.1910	786.0000
2510024.3500	743802.0130	801.0000
2510071.1800	743795.1390	804.0000
2509162.1500	743875.6090	826.0000
2509178.8000	743871.2360	827.0000
2509229.8400	743868.4980	830.0000
2509279.8000	743864.8240	833.0000
2509466.5500	743852.9530	845.0000
2509494.7400	743852.2750	847.0000
2509507.7100	743849.6410	848.0000
2509521.5400	743848.0500	849.0000
2509528.4300	743858.2440	850.0000
2509556.6700	743854.2590	852.0000
2509610.3300	743861.7160	857.0000
2509616.0400	743852.4740	858.0000
2509785.3400	743825.5480	877.0000
2509796.5200	743825.8970	878.0000
2509808.1300	743826.2280	879.0000
2510031.3500	743787.3240	895.0000
2510096.4500	743777.1190	899.0000
2510144.1200	743763.7420	902.0000
2509136.4100	743853.1030	917.0000
2509166.7100	743859.6880	919.0000
2509320.2200	743847.5620	928.0000
2509458.1800	743840.4470	937.0000
2509472.5500	743840.4610	938.0000
2509514.7400	743837.6400	941.0000
2509529.0400	743837.2190	942.0000
2509535.4600	743847.4940	943.0000
2509549.2800	743846.2650	944.0000
2509632.4200	743846.2070	952.0000
2509652.4100	743830.0790	960.0000
2509740.3800	743839.9420	961.0000
2509729.9300	743837.5260	962.0000
2509719.4800	743835.1090	963.0000
2509763.3500	743827.7480	967.0000
2509767.2100	743817.4260	968.0000
2509778.4300	743816.5900	969.0000
2509802.0200	743815.3610	971.0000
2509988.3800	743780.7260	985.0000
2510064.7700	743768.0480	990.0000
2510142.2900	743746.5950	995.0000
2509186.4100	743834.6270	1013.0000
2509202.1000	743841.7750	1014.0000
2509231.4400	743840.0640	1016.0000
2509328.3600	743833.0960	1022.0000
2509344.2200	743832.1090	1023.0000
2509465.0300	743828.0040	1031.0000
2509507.7300	743827.5270	1034.0000
2509614.1400	743837.2530	1044.0000
2509631.1300	743825.0690	1047.0000
2509646.3200	743818.1900	1053.0000
2509732.9800	743827.4380	1054.0000
2509736.0700	743817.3610	1059.0000
2509772.1400	743807.5650	1062.0000
2509988.1700	743767.5640	1079.0000
2510033.1200	743759.6570	1082.0000
2510139.1700	743729.4890	1089.0000
2509158.0900	743815.6900	1105.0000
2509203.0400	743824.4100	1108.0000
2509237.7200	743823.3370	1110.0000
2509486.4400	743815.7110	1126.0000
2509635.8700	743815.7730	1138.0000
2509650.8700	743808.8060	1144.0000
2509946.1500	743760.4170	1169.0000
2509961.5600	743759.3100	1170.0000
2510035.1700	743745.2410	1175.0000
2510176.2500	743686.6220	1185.0000
2509220.7500	743798.6390	1201.0000
2509234.4800	743807.8820	1202.0000
2509251.9200	743804.4870	1203.0000
2509268.3000	743806.7000	1204.0000
2509317.0300	743806.0220	1207.0000
2509424.6500	743802.6610	1214.0000
2509479.9800	743802.2560	1218.0000
2509612.6600	743820.5140	1229.0000
2509744.5100	743798.1680	1242.0000
2509994.5900	743739.7130	1266.0000
2509146.4600	743778.2000	1289.0000
2509161.4700	743783.9230	1290.0000
2509206.7000	743790.1150	1293.0000
2509222.2100	743781.7480	1294.0000
2509236.5700	743792.7430	1295.0000
2509268.1400	743786.2940	1297.0000
2509281.3100	743794.4050	1298.0000
2509328.6300	743791.6690	1301.0000
2509344.4300	743791.1550	1302.0000
2509450.0300	743790.4620	1309.0000
2509465.6000	743791.3590	1310.0000
2509490.7700	743792.6020	1312.0000
2509517.6300	743795.5990	1314.0000
2509611.8300	743801.6710	1324.0000
2509745.2100	743777.8140	1340.0000
2509777.9100	743779.6620	1341.0000
2510068.3500	743706.7270	1366.0000
2510078.2600	743693.9820	1367.0000
2509147.2500	743760.2210	1384.0000
2509177.6400	743772.9210	1386.0000
2509207.8400	743772.9390	1388.0000
2509265.1400	743768.5660	1392.0000
2509278.9500	743768.2620	1393.0000
2509287.9100	743780.3370	1394.0000
2509336.0600	743777.7710	1397.0000
2509441.7600	743777.6830	1404.0000
2509456.2600	743778.5130	1405.0000
2509605.9200	743792.2300	1419.0000
2509760.7600	743770.9930	1434.0000
2509783.6300	743770.3080	1437.0000
2510034.6300	743702.5310	1460.0000
2510061.0600	743692.4170	1462.0000
2510070.2600	743679.7780	1463.0000
2510096.0100	743665.2330	1465.0000
2510141.9000	743651.2290	1468.0000
2509149.4700	743743.3600	1481.0000
2509163.2000	743748.4990	1482.0000
2509193.4000	743747.5910	1484.0000
2509252.1100	743755.3800	1488.0000
2509293.7800	743766.1090	1491.0000
2509342.8300	743764.0380	1494.0000
2509599.3600	743783.7410	1514.0000
2509611.1100	743782.2490	1515.0000
2509659.5600	743769.2920	1517.0000
2509766.1600	743761.9290	1530.0000
2509973.5400	743695.7110	1552.0000
2510061.4400	743666.1840	1559.0000
2510132.4000	743636.0180	1564.0000
2510142.2600	743621.8390	1565.0000
2510153.5000	743607.7590	1566.0000
2509146.7400	743727.4150	1577.0000
2509162.6700	743730.4230	1578.0000
2509178.1300	743737.6390	1579.0000
2509237.7700	743742.3630	1583.0000
2509252.1700	743738.7060	1584.0000
2509266.5000	743737.5070	1585.0000
2509310.2900	743743.2220	1589.0000
2509397.6300	743751.0070	1595.0000
2509456.7900	743752.3510	1599.0000
2509592.8800	743774.7850	1611.0000
2509604.6500	743773.6220	1612.0000
2509609.9000	743763.5400	1618.0000
2509771.5000	743752.8400	1627.0000
2509761.0200	743750.4720	1628.0000
2509750.5400	743748.1050	1629.0000
2509976.9100	743681.5440	1650.0000
2510052.1400	743653.0560	1656.0000
2510139.5900	743592.3390	1663.0000
2509145.3400	743709.7160	1674.0000
2509177.2900	743719.9360	1676.0000
2509221.9100	743713.5910	1679.0000
2509237.4800	743725.5300	1680.0000
2509252.5200	743720.6840	1681.0000
2509376.3700	743737.5210	1690.0000
2509391.4800	743737.9090	1691.0000
2509420.8700	743739.3580	1693.0000
2509448.4400	743741.1460	1695.0000
2509587.0200	743764.4140	1707.0000
2509598.2800	743764.5360	1708.0000
2509603.6300	743754.3270	1714.0000
2509662.6900	743742.5230	1718.0000
2509766.0200	743741.2540	1723.0000
2509755.2800	743738.7870	1724.0000
2509967.2200	743671.1680	1746.0000
