x	y	cell
2485677.5970	706464.4580	106.0000
2485682.7470	706463.6383	107.0000
2485685.8730	706467.4993	108.0000
2485784.0830	706501.1887	133.0000
2485786.7230	706504.5623	134.0000
2485791.3870	706503.8950	135.0000
2485793.9870	706507.2320	136.0000
2485798.6200	706506.5760	137.0000
2485801.1830	706509.8770	138.0000
2485692.8970	706462.0150	413.0000
2485763.6530	706488.6653	431.0000
2485790.5200	706496.3763	438.0000
2485793.2870	706499.8250	439.0000
2485797.7930	706499.1377	440.0000
2485800.5270	706502.5517	441.0000
2485821.8630	706510.5760	447.0000
2485826.2630	706509.8920	448.0000
2485699.4870	706456.4263	722.0000
2485739.2800	706471.7787	732.0000
2485743.8370	706470.9703	733.0000
2485702.7000	706446.8257	1032.0000
2485742.4200	706462.6700	1042.0000
2485978.8830	706552.4150	1105.0000
2485704.4400	706442.0167	1343.0000
2485744.0370	706458.1297	1353.0000
2485756.3300	706460.5103	1356.0000
2485759.4230	706464.3267	1357.0000
2485822.2570	706487.4030	1374.0000
2485825.1930	706490.8677	1375.0000
2485829.1730	706489.3420	1376.0000
2485832.5530	706492.5673	1377.0000
2485836.7500	706491.3670	1378.0000
2485840.8130	706494.3860	1379.0000
2485845.3330	706492.3553	1380.0000
2485982.8450	706546.9040	1416.0000
2485708.2300	706432.7427	1656.0000
2485711.1370	706436.7293	1657.0000
2485824.2430	706483.2607	1687.0000
2485828.7030	706484.3873	1688.0000
2485831.7000	706481.5263	1689.0000
2485835.7370	706483.0037	1690.0000
2485837.7870	706487.1083	1691.0000
2485842.1170	706486.3143	1692.0000
2485845.6000	706488.5423	1693.0000
2485849.9070	706486.5190	1694.0000
2485710.2800	706428.1367	1973.0000
2485715.3800	706427.5067	1974.0000
2485830.9930	706476.4467	2005.0000
2485835.0570	706473.9723	2006.0000
2485839.0700	706475.9683	2007.0000
2485839.0430	706479.9200	2008.0000
2485842.7500	706482.0930	2009.0000
2485846.4600	706480.4373	2010.0000
2485850.1330	706482.6353	2011.0000
2485857.8230	706482.7287	2013.0000
2485994.3900	706537.7413	2049.0000
2485715.6630	706419.4930	2294.0000
2485718.0300	706423.1537	2295.0000
2485765.6000	706441.1417	2307.0000
2485798.7630	706457.9960	2316.0000
2485802.6630	706457.1983	2317.0000
2485806.0100	706461.1170	2318.0000
2485835.1900	706469.9200	2326.0000
2485839.4470	706467.8757	2327.0000
2485843.4330	706469.8287	2328.0000
2485843.1900	706473.8690	2329.0000
2485846.8730	706476.1650	2330.0000
2485850.7470	706474.4483	2331.0000
2485854.4030	706476.6507	2332.0000
2485998.3530	706532.2363	2370.0000
2485719.2470	706415.6613	2619.0000
2485748.7170	706426.1383	2626.0000
2485751.3470	706429.9073	2627.0000
2485756.7400	706429.4523	2628.0000
2485759.3930	706433.2230	2629.0000
2485764.4070	706432.8193	2630.0000
2485767.0300	706436.5803	2631.0000
2485801.5400	706449.2257	2640.0000
2485804.0500	706452.8330	2641.0000
2485835.9570	706462.0353	2650.0000
2485839.6770	706463.8960	2651.0000
2485847.7270	706463.6840	2653.0000
2485847.5130	706467.8180	2654.0000
2485851.1430	706470.1417	2655.0000
2485858.6070	706470.6210	2657.0000
2486002.3270	706526.7310	2695.0000
2485724.8800	706407.1617	2947.0000
2485751.2170	706421.7387	2954.0000
2485755.9830	706421.1927	2955.0000
2485758.8770	706425.1373	2956.0000
2485763.6270	706424.6013	2957.0000
2485766.5030	706428.5127	2958.0000
2485803.5500	706445.0887	2968.0000
2485808.0400	706444.5540	2969.0000
2486006.3530	706521.2613	3024.0000
2485726.7470	706402.4990	3278.0000
2485757.8070	706416.6693	3286.0000
2485762.4870	706416.1440	3287.0000
2485765.4130	706420.1313	3288.0000
2485770.0600	706419.6103	3289.0000
2485772.9670	706423.5660	3290.0000
2485802.5270	706437.0453	3298.0000
2485807.0170	706436.4050	3299.0000
2485809.7830	706440.1580	3300.0000
2485835.5970	706446.2010	3307.0000
2486010.4700	706515.8550	3355.0000
2485730.0900	706392.9977	3612.0000
2485764.0800	706411.5507	3621.0000
2485768.5730	706410.9870	3622.0000
2485835.4600	706437.8870	3640.0000
2485839.4800	706439.7177	3641.0000
2485847.7330	706443.0233	3644.0000
2485851.7030	706444.8387	3645.0000
2485855.4930	706442.5240	3646.0000
2485859.2730	706444.5667	3647.0000
2486014.6330	706510.4790	3689.0000
2485731.6130	706388.1787	3949.0000
2485770.0030	706406.3450	3959.0000
2485774.4670	706405.8113	3960.0000
2485781.9130	706409.3627	3962.0000
2485825.5670	706428.4113	3974.0000
2485828.3530	706432.5187	3975.0000
2485832.1430	706431.0443	3976.0000
2485835.5730	706433.4573	3977.0000
2485839.4100	706431.1973	3978.0000
2485843.3370	706433.1100	3979.0000
2485843.5200	706437.2007	3980.0000
2485847.6000	706438.8663	3981.0000
2485851.4530	706436.4673	3982.0000
2485855.3770	706438.3097	3983.0000
2485859.1170	706435.9940	3984.0000
2485862.8630	706438.0663	3985.0000
2485862.9030	706442.4247	3986.0000
2485866.4070	706444.8810	3987.0000
2485876.9400	706443.1763	3990.0000
2485880.6500	706445.0917	3991.0000
2485884.2500	706442.8227	3992.0000
2485888.1130	706444.3880	3993.0000
2485892.2530	706449.7240	3995.0000
2486018.8030	706505.1033	4027.0000
2485775.6730	706401.0733	4301.0000
2485779.8770	706400.4563	4302.0000
2485783.0900	706404.6630	4303.0000
2485823.6970	706417.8990	4314.0000
2485827.5530	706420.4587	4315.0000
2485828.0770	706424.5567	4316.0000
2485835.6400	706424.3233	4318.0000
2485839.4070	706426.7210	4319.0000
2485843.1200	706424.5190	4320.0000
2485847.0530	706426.4720	4321.0000
2485858.9930	706431.7583	4325.0000
2485862.7030	706429.4573	4326.0000
2485866.4270	706431.5600	4327.0000
2485866.4630	706435.9333	4328.0000
2485869.9430	706438.4203	4329.0000
2485873.3630	706436.5650	4330.0000
2485876.8500	706438.9593	4331.0000
2485880.4200	706436.7827	4332.0000
2485884.1100	706438.7307	4333.0000
2485887.7000	706436.4800	4334.0000
2485891.5470	706438.0777	4335.0000
2485891.8200	706441.8937	4336.0000
2485895.6570	706443.4610	4337.0000
2486022.9700	706499.7270	4369.0000
2486022.5700	706503.4570	4370.0000
2486044.3400	706511.2890	4377.0000
2486044.0500	706514.9713	4378.0000
2485739.3500	706372.4837	4636.0000
2485814.3070	706406.0550	4656.0000
2485817.5270	706409.7933	4657.0000
2485821.2970	706409.0037	4658.0000
2485824.1770	706413.0173	4659.0000
2485827.9170	706411.3420	4660.0000
2485831.5700	706413.4510	4661.0000
2485831.6870	706417.6860	4662.0000
2485835.6370	706419.7207	4663.0000
2485839.3830	706417.6183	4664.0000
2485843.1000	706420.0190	4665.0000
2485846.8200	706417.8413	4666.0000
2485850.7200	706419.8263	4667.0000
2485850.9330	706423.9570	4668.0000
2485854.9470	706425.6783	4669.0000
2485858.7200	706423.3017	4670.0000
2485862.5870	706425.2073	4671.0000
2485866.2800	706422.9247	4672.0000
2485869.9800	706425.0577	4673.0000
2485870.0100	706429.4430	4674.0000
2485873.4670	706431.9610	4675.0000
2485876.8700	706430.1243	4676.0000
2485883.8930	706430.3930	4678.0000
2485887.5670	706432.3733	4679.0000
2485891.1470	706430.1393	4680.0000
2485894.9770	706431.7683	4681.0000
2485895.2430	706435.6000	4682.0000
2485899.0630	706437.1990	4683.0000
