x	y	cell
2499474.13  729577.71         75
2499479.08  729569.87         76
2499784.53  729427.66        120
2500104.64  729278.34        178
2500186.33  729243.41        195
2500188.93  729239.02        196
2500221.78  729226.76        203
2500442.76  729123.39        252
2500528.92  729082.56        280
2500757.70  728968.98        331
2499475.22  729559.95        490
2499482.15  729551.51        491
2499735.88  729436.76        527
2499743.48  729437.81        528
2499748.83  729430.84        529
2499756.36  729431.88        530
2499761.67  729424.96        531
2499769.12  729426.00        532
2499774.46  729419.11        533
2499781.76  729420.12        534
2499787.61  729413.35        535
2499945.69  729340.77        562
2500100.03  729273.61        591
2500147.88  729251.59        601
2500150.10  729247.30        602
2500202.53  729226.44        613
2500500.52  729087.10        692
2500504.38  729087.45        693
2500506.92  729083.86        694
2500510.85  729084.22        695
2500533.81  729070.21        702
2500555.43  729059.24        708
2500559.91  729059.68        709
2500591.19  729044.03        717
2500594.48  729039.42        718
2500695.48  728988.17        740
2500701.65  728988.78        741
2500727.11  728972.11        746
2499464.73  729540.29        912
2499541.10  729510.19        922
2499551.75  729510.58        923
2499555.98  729503.58        924
2499696.43  729440.83        944
2499705.79  729441.25        945
2499709.76  729434.86        946
2499719.02  729435.29        947
2499722.96  729428.95        948
2499732.13  729429.37        949
2499736.04  729423.09        950
2499745.13  729423.51        951
2499749.00  729417.28        952
2499758.02  729417.70        953
2499761.86  729411.52        954
2499770.85  729411.90        955
2499774.69  729405.80        956
2499784.15  729406.24        957
2499787.89  729400.24        958
2499885.07  729356.29        974
2499894.06  729356.29        975
2499931.03  729335.70        982
2500079.64  729269.12       1010
2500089.56  729264.67       1012
2500145.09  729243.06       1023
2500147.22  729238.85       1024
2500192.87  729218.43       1034
2500199.79  729218.41       1035
2500257.87  729189.50       1049
2500327.75  729164.04       1068
2500330.51  729162.92       1069
2500329.71  729153.73       1072
2500337.22  729153.29       1074
2500341.90  729151.01       1075
2500343.27  729146.93       1076
2500482.92  729089.75       1114
2500486.64  729089.81       1115
2500488.78  729086.42       1116
2500492.69  729086.58       1117
2500494.89  729083.14       1118
2500498.93  729083.33       1119
2500534.55  729062.16       1130
2500553.61  729054.79       1135
2500595.34  729029.98       1146
2500717.27  728965.43       1172
2500724.32  728965.66       1173
2500728.02  728959.74       1174
2499458.78  729522.11       1341
2499533.70  729502.98       1350
2499537.27  729496.28       1351
2499548.90  729496.47       1352
2499552.46  729489.83       1353
2499563.76  729489.99       1354
