"cell","mean_prob"
74,0.000590082102786194
183,0.000417750720499879
185,0.000418181234575765
194,0.000418248156076024
195,0.000799765004537424
196,0.000417938790512154
197,0.000414560896174628
252,0.000799941717610041
304,0.000390571288129559
364,0.000417846643705632
365,0.000798816779007396
367,0.0010103957650378
368,0.000797941677068981
369,0.000799156332682057
370,0.000798763999854383
371,0.000798980551368105
372,0.000799211494231138
373,0.000799111677946557
460,0.000414776924333556
461,0.000415556962874221
462,0.000418738507060845
463,0.000417024737914339
479,0.000417996191567838
483,0.000418108764703962
484,0.000415673367349708
485,0.000417851294567337
486,0.000417740088022025
487,0.00041781330879355
488,0.000415940560344923
489,0.000417467126482931
490,0.000418618877936235
491,0.000798636076067134
492,0.00101141261632661
520,0.00039143743705503
532,0.000799095672717247
571,0.000418604113411915
572,0.000416796333528642
573,0.000350233914678476
653,0.000418308801564263
655,0.000799021878659197
656,0.000415008295657391
657,0.000591099991482884
658,0.000800014683188202
659,0.000590420706653348
660,0.000591234215015302
661,0.00059058001395965
662,0.000417566708478527
663,0.000591334525516625
664,0.000418037077387863
749,0.00135639959760152
750,0.000799115568956328
751,0.00039349276440601
752,0.000417822365702843
753,0.000350974308567095
754,0.000418967717066085
755,0.000418294765442205
766,0.000798308428981684
767,0.000798262649796967
769,0.000799160564186106
770,0.000418144113968247
771,0.000418241649406584
772,0.000351092148537314
773,0.0004190848748461
774,0.000417789113806787
775,0.000418458892811715
776,0.000417230574921193
777,0.000418117787487766
778,0.000798732314788245
779,0.0011832456199671
804,0.000590855416305017
816,0.000415061379995794
818,0.000798691558558041
830,0.000418316801049368
831,0.000417808451957353
852,0.000799525048216219
938,0.000798154034154476
939,0.000416775858214686
940,0.00041790124631012
941,0.000417699216519611
942,0.000417777950949241
943,0.000418433374046866
944,0.000417795468712476
945,0.000419264762936992
946,0.000417491284047206
947,0.000417954362519925
948,0.000418498521855875
949,0.000799794119994633
950,0.00079910771245215
954,0.000799808475755529
955,0.000799759594663493
956,0.00079942800118494
957,0.000800583031599614
958,0.000801428978293605
959,0.000800752016246281
960,0.000799545069708584
1035,0.000418618821388453
1036,0.000418777922117691
1037,0.000372477151346761
1038,0.000373877986028395
1039,0.000417406035974386
1040,0.000417312157140834
1046,0.000591288824217142
1048,0.000590999346769124
1049,0.000591898471847833
1052,0.000590814941800882
1053,0.000415876949303667
1054,0.000419055174129749
1055,0.000391509822600963
1056,0.000418269777782565
1057,0.000418325291815491
1058,0.0003617773569125
1059,0.000417726207870499
1060,0.000798212051898783
1061,0.000799666913258789
1084,0.000417841845051762
1100,0.000798665803100419
1110,0.00059033132970226
1111,0.0004175100604852
1216,0.00135354860926162
1217,0.000799867634594957
1218,0.000418104013102332
1219,0.000417783744933326
1220,0.00041778819665674
1221,0.00041849036686186
1222,0.000418378812588493
1223,0.000417174380280115
1224,0.000419055151923854
1225,0.000417819014289208
1226,0.0004180769628085
1227,0.000418245780790746
1228,0.000417595352270953
1229,0.00041817181943053
1230,0.000418015980266423
1231,0.000590248389915485
1232,0.000591818572632755
1233,0.000590197920422139
1234,0.0005914754394728
1235,0.00079923020555996
1236,0.000799185210119429
1237,0.000418079765537921
1238,0.000590354589192787
1239,0.000590021879348302
1240,0.000590350212738199
1241,0.00079973151378847
1242,0.000798410377703016
1243,0.000799437734820193
1244,0.000799839746197963
1245,0.000799197989232962
1246,0.000591197599522722
1247,0.000418008305987893
1248,0.000417320230255453
1249,0.000590309359013743
1250,0.000591622308722145
1314,0.000800064512568441
1315,0.000417924910819026
1316,0.000418730010244394
1317,0.000417445420118139
1318,0.00032709896161606
1319,0.000417926865762136
1320,0.000418078848838732
1321,0.000800298321080584
1331,0.000799426558990638
1332,0.000589702454751588
1333,0.00041803158847887
1334,0.000418372189866183
1338,0.00041523547491729
1339,0.000417738959241299
1340,0.000798152857308097
1341,0.000799420016512971
1358,0.000798843591263136
1359,0.00041412490783756
1360,0.000372225834572316
1443,0.00101057692485692
1444,0.000798946312835055
1445,0.000417751570881539
1446,0.000797599223767437
1447,0.00118441678829042
1494,0.000419433002174205
1496,0.000799472549182025
1497,0.000418463293560935
1498,0.000418673539167638
1499,0.000396496664027583
1500,0.000418331125145508
1501,0.0004188831084392
1502,0.000418296651588382
1503,0.000418391208530392
1504,0.000418848490717992
1505,0.000418208877401725
1506,0.000591186770968372
1507,0.000591982209636256
1508,0.000590891037103267
1509,0.000590651301280563
1510,0.000417615126728115
1511,0.000590889036583225
1512,0.000418134105495724
1513,0.000590297624186751
1514,0.000590446374838336
1515,0.000590237261434478
1516,0.000590096878995723
1517,0.000591147532498069
1518,0.000590324395191221
1519,0.000590898341542615
1520,0.000418768060813058
1521,0.000590607025465456
1522,0.000418325520976015
1523,0.000417929019524742
1524,0.000591744373316798
1525,0.000418608484184097
1526,0.000390899136567704
1527,0.000413691545857158
1528,0.000418382155971904
1529,0.000417822966737182
1530,0.000800284978203547
1531,0.000798699619705325
1533,0.000799353987437053
1534,0.000799012004984799
1548,0.000798094901373451
1597,0.00135471014525196
1599,0.000418280623418109
1600,0.000799227500478355
1601,0.000590490450191605
1602,0.000419077087458799
1603,0.000372489166863786
1604,0.000802582334990685
1605,0.000800268425261133
1613,0.000799843070806892
1614,0.0005910729424632
1615,0.000417823221163527
1616,0.000417624988177187
1617,0.000352098552695048
1620,0.000373355755332811
1621,0.000371045524526602
1622,0.000418614202656634
1623,0.000393147142432783
1624,0.00100996788256144
1640,0.000417248008920843
1641,0.000387733090991006
1659,0.000328623868313532
1681,0.000798916648525403
1682,0.000417924451636345
