"","a"
"305",0.000184838395998566
"1335",0.0001964072843603
"1337",0.000192686311706433
"1617",0.000388335293563616
"2057",0.00019143008301054
"2179",0.000207267162144999
"2201",0.000206767103108712
"2472",0.000181581517008055
"2473",0.000192948615854366
"2624",0.000412301974551535
