"cell","mean_prob"
133,0.789210008138014
134,0.676413002444498
135,0.67675487465682
136,0.676246519524337
137,0.716092804403374
138,0.864316739513855
216,0.347916085578684
231,0.347389260520278
355,0.266492003899466
376,0.346684866746019
377,0.349150562006782
382,0.3486646995047
389,0.346987368658131
411,0.348553723156198
412,0.347610194498766
413,0.676379362366782
447,0.867226479513602
448,0.855832473885973
519,0.34631655565727
520,0.346915807400139
550,0.26353243979903
668,0.263347627252456
669,0.265240238945176
673,0.26547638297388
689,0.347247709053251
690,0.348344428671969
691,0.347672212618157
697,0.347246116394021
722,0.864630524773951
827,0.347939773361742
843,0.348212634592888
844,0.349608188757375
846,0.265180012369876
850,0.265332713490723
851,0.26538618710162
857,0.263877306905964
869,0.263538349336735
998,0.346573201068249
999,0.349197572385511
1000,0.348079536231481
1001,0.34762474490521
1002,0.349530735679298
1003,0.348428294520383
1004,0.347000987484644
1032,0.790488211854043
1105,0.827694292360515
1106,0.348592744279659
1153,0.3469890648973
1164,0.265502827225468
1166,0.266168276766291
1178,0.264244041161504
1290,0.26400469232531
1309,0.349046866421457
1310,0.349269470331957
1311,0.348895657030314
1312,0.348078481841441
1313,0.349356312143581
1314,0.346657928311955
1315,0.346437600816484
1316,0.349940707743676
1343,0.702614230824221
1416,0.864299144065462
1417,0.322356465022969
1478,0.26332588804435
1479,0.264273377607714
1480,0.264445334644932
1601,0.26353385351362
1602,0.262311484008782
1603,0.264010024237491
1608,0.265498492190003
1622,0.347682108128356
1623,0.349844307278841
1624,0.349277580722325
1625,0.34695715519203
1626,0.34847471634085
1627,0.34919816334929
1628,0.349570946722995
1629,0.350109409714182
1630,0.347569460758107
1631,0.3456114368764
1656,0.521473303058924
1657,0.788821050322234
1689,0.696026047167113
1690,0.696664683156387
1691,0.704646891555543
1692,0.704324024126192
1693,0.704631268586338
1694,0.702572813475774
1731,0.410054220375338
1732,0.382133574498299
1776,0.348162877594531
1792,0.264719156465578
1793,0.264130327169507
1802,0.26074395152734
1926,0.265374223332161
1939,0.34869297448741
1940,0.347825388173359
1941,0.347891913510905
1942,0.348947589895046
1943,0.347674615275899
1944,0.348245416859312
1945,0.347317615139625
1946,0.34927427053326
1947,0.346910844532196
1973,0.634491908922279
1974,0.864725301210014
2005,0.771651073047227
2006,0.702836285235489
