    367	   1060
    492	   1065
    655	   1098
    749	   1023
    779	   1039
    818	   1093
   1061	   1096
   1597	   1002
   1624	   1072
   1810	   1035
   1827	   1007
   1922	   1038
   2136	   1078
   2165	   1098
   2290	   1030
   2330	   1085
   2380	   1098
   2383	   1055
   2412	   1007
   2413	   1100
   2414	   1017
   2416	   1010
   2437	   1072
   2452	   1073
   2453	   1096
   2469	   1061
   2543	   1061
   2559	   1004
   2626	   1070
   2641	   1051
   2652	   1079
   2682	   1054
   2684	   1072
   2699	   1051
   2704	   1088
   2711	   1015
   2900	   1031
   2901	   1068
   2902	   1074
   2903	   1065
   2904	   1073
   2905	   1034
   2925	   1088
   2964	   1012
   2969	   1033
   2988	   1082
   3131	   1091
   3184	   1000
   3216	   1042
   3217	   1011
   3218	   1014
   3220	   1044
   3221	   1080
   3231	   1043
   3255	   1024
   3272	   1042
   3363	   1087
   3431	   1083
   3478	   1030
   3480	   1076
   3481	   1036
   3482	   1075
   3483	   1078
   3486	   1015
   3677	   1027
   3736	   1040
   3738	   1060
   3748	   1052
   3876	   1099
   4000	   1037
   4133	   1079
   4134	   1001
   4254	   1003
   4271	   1066
   4272	   1075
   4294	   1032
   4383	   1016
   4389	   1021
   4522	   1036
   4524	   1080
   4548	   1093
   4560	   1050
   4617	   1076
   4618	   1024
   4773	   1055
   4777	   1066
   4867	   1066
   4886	   1026
   5022	   1059
   5118	   1071
   5144	   1053
   5305	   1032
   5307	   1016
   5397	   1082
   5398	   1020
   5450	   1080
   5502	   1041
   5652	   1022
   5653	   1048
   5684	   1041
   5755	   1092
   5783	   1081
   5833	   1055
   5906	   1032
   5907	   1019
   5959	   1031
   5993	   1013
   6038	   1045
   6039	   1068
   6137	   1050
   6161	   1004
   6162	   1007
   6246	   1015
   6263	   1099
   6266	   1028
   6291	   1007
   6307	   1010
   6331	   1067
   6389	   1036
   6411	   1067
   6496	   1067
   6497	   1088
   6499	   1041
   6500	   1048
   6516	   1100
   6727	   1029
   6750	   1047
   6751	   1089
   6752	   1025
   6753	   1025
   6846	   1069
   6915	   1054
   7031	   1012
   7032	   1064
   7289	   1087
   7358	   1001
   7407	   1034
   7490	   1019
   7492	   1100
   7543	   1059
   7549	   1068
   7616	   1041
   7666	   1047
   7667	   1072
   7681	   1028
   7682	   1095
   7759	   1051
   7760	   1045
   7761	   1035
   7762	   1077
   7798	   1094
   7799	   1007
   7824	   1061
   7875	   1021
   8011	   1089
   8020	   1065
   8021	   1084
   8022	   1012
   8031	   1015
   8053	   1054
   8084	   1073
   8104	   1017
   8187	   1001
   8189	   1090
   8204	   1082
   8205	   1072
   8251	   1062
   8253	   1042
   8254	   1054
   8281	   1083
   8291	   1074
   8344	   1069
   8348	   1089
   8368	   1082
   8450	   1078
   8465	   1098
   8505	   1004
   8508	   1073
   8565	   1001
   8603	   1042
   8707	   1070
   8711	   1035
   8729	   1069
   8730	   1042
   8809	   1052
   8810	   1033
   8811	   1049
   8812	   1072
   8827	   1056
   8894	   1087
   8920	   1069
   8922	   1038
   8934	   1005
   8970	   1050
   8974	   1065
   8975	   1034
   8976	   1073
   8979	   1070
   8993	   1022
   8994	   1082
   8995	   1029
   9120	   1025
   9122	   1088
   9123	   1087
   9183	   1016
   9228	   1095
   9229	   1085
   9230	   1045
   9231	   1058
   9269	   1038
   9434	   1003
   9483	   1056
   9484	   1073
   9823	   1083
   9994	   1016
  10058	   1000
  10075	   1073
  10110	   1004
  10130	   1079
  10134	   1081
  10251	   1067
  10313	   1030
  10316	   1023
  10317	   1042
  10318	   1043
  10334	   1009
  10529	   1037
  10568	   1021
  10840	   1021
  10889	   1005
  10894	   1077
  10898	   1011
  11165	   1089
  11169	   1056
  11170	   1056
  11171	   1084
  11173	   1011
  11178	   1008
  11179	   1039
  11183	   1084
  11251	   1076
  11272	   1004
  11447	   1066
  11448	   1095
  11449	   1045
  11450	   1033
  11456	   1023
  11459	   1068
  11465	   1053
  11529	   1083
  11533	   1054
  11727	   1045
  11736	   1013
  11739	   1064
  11744	   1039
  11745	   1061
  12019	   1022
  12021	   1001
  12023	   1036
  12301	   1073
  12303	   1083
  12589	   1068
  12873	   1051
  13274	   1010
  13336	   1071
  13338	   1034
  13341	   1046
  13344	   1066
  13563	   1062
  13610	   1093
  13612	   1099
  13817	   1026
  13823	   1042
  13824	   1025
  13825	   1039
  13826	   1004
  13862	   1038
  13900	   1092
  13908	   1014
  13934	   1053
  13935	   1040
  13969	   1085
  14125	   1056
  14126	   1014
  14160	   1019
  14208	   1055
  14209	   1093
  14210	   1006
  14211	   1081
  14318	   1034
  14429	   1073
  14430	   1075
  14434	   1081
  14464	   1084
  14507	   1054
  14515	   1047
  14516	   1004
  14520	   1031
  14521	   1078
  14753	   1051
  14758	   1020
  14785	   1088
  14847	   1009
  14897	   1100
  14964	   1029
  15082	   1031
  15111	   1005
  15169	   1079
  15170	   1079
  15171	   1039
  15175	   1004
  15176	   1067
  15292	   1075
  15414	   1005
  15425	   1014
  15445	   1023
  15511	   1068
  15512	   1006
  15513	   1081
  15514	   1054
  15625	   1091
  15766	   1002
  16108	   1001
  16130	   1021
  16451	   1030
  16536	   1080
  16548	   1072
  16793	   1014
  16991	   1025
  17007	   1037
  17134	   1005
  17350	   1043
  17478	   1012
  17484	   1013
  17485	   1017
  17486	   1005
  17487	   1020
  17488	   1020
  17491	   1026
  17838	   1080
  18279	   1037
  18682	   1049
  18684	   1053
  18982	   1076
  19037	   1025
  19284	   1075
  19644	   1079
  19974	   1066
  20163	   1046
  20328	   1018
  20474	   1030
  20523	   1002
  20684	   1026
  21045	   1056
  21410	   1075
  21630	   1036
  22348	   1014
  22732	   1085
  22746	   1073
  23124	   1098
  23137	   1055
  23543	   1099
  24118	   1036
  24122	   1007
  24125	   1037
  24240	   1088
  24320	   1009
  24350	   1081
  24463	   1069
  24519	   1037
  24637	   1033
  24857	   1086
  24858	   1061
  24859	   1037
  24860	   1056
  24911	   1022
  24916	   1045
  25035	   1032
  25252	   1073
  25253	   1038
  25254	   1045
  25307	   1025
  25309	   1017
  25312	   1012
  25525	   1006
  25643	   1041
  25644	   1032
  25702	   1000
  25898	   1076
  25918	   1018
  26036	   1055
  26037	   1069
  26038	   1091
  26094	   1041
  26117	   1018
  26297	   1095
  27124	   1067
  27284	   1056
  27521	   1085
  28979	   1052
  28980	   1081
  30056	   1018
  30141	   1063
  30275	   1063
  30434	   1011
  30435	   1015
  30438	   1011
  30781	   1099
  31003	   1089
  31021	   1100
  31025	   1097
  31236	   1025
  31238	   1095
  31312	   1001
  31362	   1028
  31376	   1026
  31398	   1066
  31448	   1084
  31592	   1033
  31593	   1086
  31726	   1055
  31728	   1088
  31729	   1003
  31956	   1044
  32012	   1093
  32107	   1098
  32141	   1027
  32227	   1012
  32290	   1017
  32435	   1095
  32574	   1080
  32647	   1094
  32654	   1072
  32802	   1025
  32834	   1078
  32921	   1044
  32987	   1079
  32999	   1039
  33139	   1055
  33268	   1065
  33338	   1032
  33344	   1051
  33345	   1021
  33478	   1023
  33488	   1060
  33489	   1097
  33560	   1010
  33737	   1080
  33866	   1084
  33897	   1034
  34017	   1082
  34018	   1085
  34019	   1072
  34165	   1079
  34168	   1034
  34207	   1071
  34359	   1031
  34360	   1093
  34367	   1063
  34509	   1068
  34513	   1016
  34549	   1013
  34550	   1075
  34699	   1042
  34856	   1008
  35308	   1014
  35316	   1032
  35375	   1038
  35422	   1099
  35473	   1013
  35561	   1051
  35650	   1020
  35887	   1015
  36554	   1038
  36882	   1087
  37168	   1015
  38157	   1042
  38211	   1090
  38497	   1003
  38523	   1085
  38524	   1031
  38663	   1055
  38732	   1040
  38996	   1006
  39087	   1076
  39167	   1046
  39738	   1039
  39894	   1014
  40095	   1085
  40097	   1066
  40224	   1023
  40305	   1000
  40434	   1071
  40435	   1078
  40438	   1039
  40656	   1018
  40657	   1033
  40658	   1048
  40659	   1039
  40661	   1039
  40766	   1085
  40769	   1062
  40960	   1022
  40989	   1058
  40991	   1031
  40995	   1018
  41290	   1029
  41326	   1059
  41411	   1065
  41424	   1074
  41425	   1019
  41559	   1081
  41626	   1008
  41661	   1061
  41663	   1098
  41738	   1066
  41750	   1053
  41878	   1050
